"[all run data]","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen"
,"146","973348","66.76796392510539","146","987409","66.55229879423587","146","984121","64.69953926085678","146","934933","65.57200274482894","146","954901","61.01362611508676","146","985165","66.40525438682482","146","1003414","63.83687873737869","146","982060","66.3464366238604","146","990106","68.5128908930497","146","977626","68.27761984119203"
,"147","980413","66.85619056955201","147","994807","66.64052543868249","147","991393","64.84658366826781","147","942394","65.67003234976963","147","962035","61.05283795706303","147","992281","66.41505734731889","147","1010806","63.856484658366824","147","989890","66.39545142633075","147","997723","68.58151161650818","147","984823","68.49328497206156"
,"148","987751","66.91500833251641","148","1002664","66.6993432016469","148","998788","64.8857955102441","148","950023","65.77786491520439","148","969577","61.11165572002745","148","999556","66.49348103127144","148","1018384","63.96431722380159","148","997234","66.42486030781296","148","1004923","68.63052641897853","148","991528","68.60111753749632"
,"149","994963","67.03264385844525","149","1010305","66.76796392510539","149","1005943","65.02303695716105","149","957313","65.84648563866287","149","977257","61.150867562003725","149","1006687","66.58170767571806","149","1025599","64.023134986766","149","1004812","66.4738751102833","149","1012114","68.70895010293108","149","999007","68.6697382609548"
,"150","1002100","67.16988530536221","150","1017892","66.81697872757573","150","1013311","65.10146064111362","150","964531","65.95431820409763","150","985093","61.170473482991866","150","1014148","66.66013135967063","150","1033162","64.05254386824822","150","1012282","66.571904715224","150","1019377","68.74816194490737","150","1006186","68.77757082638956"
,"151","1009354","67.25811194980884","151","1025332","66.90520537202235","151","1020892","65.17988432506617","151","971596","66.04254484854425","151","991978","61.19007940398","151","1021603","66.76796392510539","151","1041004","64.09175571022448","151","1019431","66.64052543868249","151","1026847","68.78737378688363","151","1013146","68.87560043133027"
,"152","1016650","67.32673267326732","152","1032643","67.0522497794334","152","1028329","65.21909616704244","152","979195","66.0915596510146","152","999397","61.21948828546221","152","1028872","66.85619056955201","152","1048216","64.1505734731889","152","1026826","66.68954024115283","152","1034296","68.78737378688363","152","1020283","68.98343299676502"
,"153","1024387","67.37574747573768","153","1039834","67.14047642388002","153","1036111","65.24850504852465","153","986488","66.12096853249682","153","1006528","61.22929124595628","153","1036342","66.89540241152828","153","1055578","64.17998235467111","153","1033843","66.72875208312911","153","1041817","68.80697970787178","153","1027420","69.14028036467013"
,"154","1031803","67.45417115969022","154","1047340","67.16988530536221","154","1043194","65.31712577198314","154","993769","66.13077149299087","154","1013782","61.26850308793256","154","1043698","66.99343201646897","154","1063360","64.23880011763552","154","1041493","66.7581609646113","154","1049131","68.85599451034213","154","1034575","69.23830996961082"
,"155","1039219","67.47377708067836","155","1054618","67.25811194980884","155","1050829","65.3269287324772","155","1000996","66.1895892559553","155","1021351","61.307714929908826","155","1051324","67.0816586609156","155","1070578","64.31722380158809","155","1048498","66.77776688559945","155","1056142","68.86579747083618","155","1042021","69.31673365356338"
,"156","1046314","67.51298892265464","156","1062304","67.29732379178512","156","1057849","65.3269287324772","156","1008496","66.21899813743751","156","1028440","61.34692677188511","156","1058746","67.09146162140966","156","1078312","64.35643564356437","156","1055977","66.8267816880698","156","1063240","68.86579747083618","156","1049422","69.3755514165278"
,"157","1053772","67.56200372512498","157","1070029","67.3659445152436","157","1065421","65.33673169297128","157","1015783","66.25820997941378","157","1035361","61.395941574355454","157","1065829","67.13067346338593","157","1086097","64.39564748554064","157","1063366","66.84638760905793","157","1070383","68.91481227330654","157","1056763","69.51279286344476"
,"158","1060936","67.61101852759533","158","1077934","67.40515635721988","158","1073293","65.34653465346534","158","1022803","66.29742182139006","158","1042873","61.47436525830801","158","1073308","67.1796882658563","158","1093576","64.48387412998726","158","1071115","66.86599353004607","158","1077355","68.96382707577689","158","1063846","69.60101950789138"
,"159","1068235","67.67963925105383","159","1085716","67.44436819919616","159","1080988","65.3955494559357","159","1030063","66.4738751102833","159","1049905","61.572394863248704","159","1080370","67.21890010783255","159","1100791","64.57210077443388","159","1078678","66.89540241152828","159","1084267","68.97363003627095","159","1071010","69.66964023134986"
,"160","1075630","67.76786589550045","160","1093558","67.50318596216057","160","1088218","65.40535241642976","160","1037608","66.59151063621213","160","1057432","61.670424468189395","160","1087978","67.22870306832664","160","1107964","64.65052445838643","160","1086184","66.92481129301049","160","1091239","68.99323595725909","160","1077871","69.73826095480835"
,"161","1083205","67.80707773747672","161","1101052","67.61101852759533","161","1095286","65.4543672189001","161","1045015","66.66993432016469","161","1064761","61.739045191647875","161","1095523","67.28752083129105","161","1115305","64.70934222135085","161","1093522","66.95422017449269","161","1098391","69.01284187824723","161","1084849","69.79707871777276"
,"162","1090864","67.84628957945299","162","1108717","67.69924517204196","162","1102501","65.53279090285267","162","1052263","66.70914616214097","162","1072258","61.86648367807078","162","1102774","67.29732379178512","162","1123147","64.70934222135085","162","1101238","66.99343201646897","162","1105528","69.04225075972944","162","1092307","69.88530536221938"
,"163","1097782","67.90510734241741","163","1116019","67.80707773747672","163","1110214","65.61121458680522","163","1059826","66.77776688559945","163","1079587","61.93510440152926","163","1109713","67.32673267326732","163","1130659","64.70934222135085","163","1108882","67.02284089795117","163","1112836","69.05205372022351","163","1099585","69.93432016468974"
,"164","1105384","68.0031369473581","164","1123507","67.90510734241741","164","1117774","65.66022938927556","164","1067203","66.83658464856387","164","1087129","61.96451328301147","164","1117201","67.3365356337614","164","1138495","64.74855406332713","164","1116424","67.07185570042154","164","1120084","69.10106852269385","164","1106980","70.02254680913636"
,"165","1112911","68.10116655229879","165","1130980","68.01293990785217","165","1125694","65.68963827075777","165","1074790","66.96402313498677","165","1094467","62.04293696696402","165","1124956","67.35614155474954","165","1145959","64.79756886579747","165","1124245","67.09146162140966","165","1127485","69.14028036467013","165","1114174","70.12057641407705"
,"166","1120423","68.15018135476915","166","1138210","68.10116655229879","166","1132885","65.72885011273405","166","1081723","67.0522497794334","166","1101805","62.10175472992844","166","1132453","67.38555043623174","166","1153612","64.84658366826781","166","1131967","67.13067346338593","166","1135057","69.22850700911675","166","1121647","70.20880305852367"
,"167","1127791","68.18939319674541","167","1145659","68.11096951279286","167","1140157","65.73865307322811","167","1089190","67.10126458190373","167","1109254","62.11155769042251","167","1140019","67.44436819919616","167","1161196","64.90540143123224","167","1139356","67.2090971473385","167","1142467","69.27752181158709","167","1128760","70.33624154494657"
,"168","1135420","68.24821095970984","168","1153441","68.18939319674541","168","1147261","65.79747083619253","168","1096489","67.12087050289188","168","1117009","62.160572492892854","168","1147768","67.48358004117244","168","1168816","64.93481031271443","168","1146706","67.2385060288207","168","1149841","69.28732477208116","168","1135912","70.36565042642879"
,"169","1143325","68.2874228016861","169","1161280","68.30702872267425","169","1154749","65.86609155965101","169","1103665","67.22870306832664","169","1124305","62.189981374375066","169","1155505","67.51298892265464","169","1176406","64.97402215469072","169","1154356","67.24830898931478","169","1157143","69.31673365356338","169","1143019","70.4244681893932"
,"170","1150951","68.36584648563867","170","1168759","68.40505832761494","170","1162423","65.87589452014508","170","1110631","67.31692971277326","170","1131961","62.268405058327616","170","1163107","67.55220076463092","170","1183987","65.06224879913734","170","1161706","67.29732379178512","170","1164727","69.31673365356338","170","1150060","70.49308891285168"
,"171","1158307","68.36584648563867","171","1176505","68.49328497206156","171","1169851","65.91510636212136","171","1118071","67.31692971277326","171","1139494","62.34682874228017","171","1170382","67.55220076463092","171","1192192","65.18968728556024","171","1169455","67.34633859425546","171","1172152","69.34614253504559","171","1157443","70.54210371532203"
,"172","1165618","68.3854524066268","172","1183693","68.61092049799039","172","1177693","65.98372708557984","172","1125373","67.37574747573768","172","1146724","62.34682874228017","172","1178392","67.57180668561907","172","1199629","65.25830800901872","172","1176565","67.39535339672581","172","1179307","69.3755514165278","172","1164640","70.56170963631017"
,"173","1173133","68.39525536712087","173","1191502","68.75796490540142","173","1185202","66.05234780903834","173","1132921","67.44436819919616","173","1154065","62.35663170277424","173","1186198","67.57180668561907","173","1207414","65.33673169297128","173","1184038","67.44436819919616","173","1186558","69.41476325850407","173","1171465","70.61072443878052"
,"174","1180546","68.45407313008528","174","1199224","68.78737378688363","174","1192453","66.11116557200275","174","1140646","67.50318596216057","174","1161427","62.38604058425645","174","1193728","67.60121556710126","174","1214584","65.43476129791196","174","1191913","67.51298892265464","174","1194166","69.46377806097442","174","1178602","70.69895108322714"
,"175","1187614","68.49328497206156","175","1206505","68.83638858935399","175","1199794","66.15037741397902","175","1148110","67.5227918831487","175","1168705","62.38604058425645","175","1201120","67.63062444858346","175","1222207","65.50338202137046","175","1199140","67.55220076463092","175","1201432","69.46377806097442","175","1186072","70.76757180668562"
,"176","1195036","68.5422997745319","176","1213585","68.91481227330654","176","1207174","66.24840701891972","176","1155655","67.5914126066072","176","1176055","62.39584354475051","176","1208359","67.64042740907755","176","1229896","65.60141162631115","176","1207234","67.5914126066072","176","1208893","69.51279286344476","176","1193407","70.8361925301441"
,"177","1202161","68.61092049799039","177","1221001","68.92461523380061","177","1214482","66.37584550534261","177","1162936","67.63062444858346","177","1183423","62.45466130771493","177","1215772","67.66983629055974","177","1237249","65.64062346828743","177","1214872","67.6208214880894","177","1216663","69.52259582393883","177","1200694","70.91461621409667"
,"178","1209550","68.65013233996666","178","1228390","68.96382707577689","178","1221940","66.43466326830702","178","1170475","67.66003333006569","178","1190287","62.513479070679345","178","1223125","67.69924517204196","178","1244920","65.71904715223998","178","1222552","67.66003333006569","178","1223965","69.55200470542104","178","1207861","70.963631016567"
,"179","1217011","68.69914714243701","179","1236199","69.03244779923537","179","1229902","66.4738751102833","179","1177651","67.70904813253603","179","1197931","62.55269091265562","179","1230115","67.69924517204196","179","1252552","65.78766787569846","179","1229677","67.66983629055974","179","1231294","69.64023134986766","179","1214989","71.00284285854329"
,"180","1224454","68.77757082638956","180","1243480","69.09126556219978","180","1237276","66.59151063621213","180","1185244","67.73845701401822","180","1205272","62.601705715125966","180","1237201","67.69924517204196","180","1260052","65.84648563866287","180","1237291","67.69924517204196","180","1238581","69.66964023134986","180","1222135","71.0616606215077"
,"181","1231564","68.84619154984804","181","1251004","69.18929516714047","181","1243948","66.64052543868249","181","1192852","67.7776688559945","181","1212181","62.63111459660818","181","1244266","67.69924517204196","181","1267132","65.9053034016273","181","1244719","67.76786589550045","181","1245841","69.689246152338","181","1229845","71.10087246348397"
,"182","1238926","68.85599451034213","182","1258513","69.22850700911675","182","1251310","66.74835800411725","182","1200190","67.86589550044113","182","1219819","62.680129399078524","182","1251607","67.75806293500636","182","1274893","65.9641211645917","182","1251946","67.76786589550045","182","1253197","69.72845799431428","182","1236634","71.25771983138908"
,"183","1246501","68.88540339182433","183","1266247","69.26771885109304","183","1258582","66.8267816880698","183","1207024","67.92471326340555","183","1227271","62.69973532006666","183","1258969","67.81688069797079","183","1282519","66.04254484854425","183","1259479","67.7776688559945","183","1260433","69.73826095480835","183","1243741","71.30673463385942"
,"184","1254076","68.92461523380061","184","1273699","69.33633957455152","184","1266280","66.90520537202235","184","1215091","67.95412214488775","184","1234873","62.69973532006666","184","1266424","67.84628957945299","184","1289824","66.13077149299087","184","1266733","67.82668365846486","184","1267924","69.74806391530242","184","1251136","71.33614351534163"
,"185","1261351","68.96382707577689","185","1281976","69.39515733751593","185","1273375","67.01303793745711","185","1221997","68.07175767081658","185","1242418","62.72914420154887","185","1274041","67.87569846093521","185","1297264","66.20919517694344","185","1274317","67.85609253994707","185","1275193","69.79707871777276","185","1258183","71.36555239682384"
,"186","1268647","68.98343299676502","186","1289377","69.44417213998628","186","1281136","67.0816586609156","186","1229140","68.15018135476915","186","1249933","62.72914420154887","186","1281553","67.90510734241741","186","1305082","66.26801293990785","186","1282039","67.86589550044113","186","1282348","69.83629055974905","186","1265551","71.43417312028232"
,"187","1276255","69.01284187824723","187","1296661","69.47358102146848","187","1288402","67.12087050289188","187","1236457","68.18939319674541","187","1257277","62.72914420154887","187","1289155","67.91491030291148","187","1312813","66.36604254484854","187","1289665","67.86589550044113","187","1289827","69.83629055974905","187","1273228","71.48318792275268"
,"188","1284040","69.03244779923537","188","1304395","69.47358102146848","188","1295983","67.13067346338593","188","1244038","68.2286050387217","188","1264804","62.768356043525145","188","1296277","67.97372806587589","188","1320040","66.4444662288011","188","1297132","67.86589550044113","188","1296682","69.83629055974905","188","1280626","71.48318792275268"
,"189","1291009","69.06185668071757","189","1311631","69.47358102146848","189","1303510","67.13067346338593","189","1251028","68.2286050387217","189","1272229","62.80756788550142","189","1303843","67.98353102636997","189","1327900","66.51308695225958","189","1304875","67.88550142142927","189","1304182","69.84609352024312","189","1288126","71.48318792275268"
,"190","1298320","69.10106852269385","190","1319557","69.52259582393883","190","1311163","67.14047642388002","190","1258210","68.2286050387217","190","1279627","62.90559749044211","190","1310836","67.98353102636997","190","1335235","66.56210175472992","190","1312045","67.91491030291148","190","1311790","69.84609352024312","190","1295518","71.51259680423487"
,"191","1306162","69.10106852269385","191","1327423","69.57161062640918","191","1318864","67.18949122635036","191","1265917","68.29722576218018","191","1286872","63.04283893735908","191","1318435","67.98353102636997","191","1342789","66.62091951769435","191","1319908","67.9345162238996","191","1319203","69.84609352024312","191","1302127","71.54200568571709"
,"192","1313584","69.13047740417606","192","1335202","69.62062542887952","192","1326532","67.24830898931478","192","1273243","68.31683168316832","192","1294531","63.16047446328791","192","1326133","68.02274286834624","192","1350436","66.66013135967063","192","1328047","67.95412214488775","192","1326682","69.84609352024312","192","1309495","71.5714145671993"
,"193","1321006","69.14028036467013","193","1342552","69.6598372708558","193","1333783","67.24830898931478","193","1280539","68.32663464366239","193","1302034","63.23889814724047","193","1333783","68.09136359180472","193","1357990","66.70914616214097","193","1336339","68.0031369473581","193","1333969","69.87550240172533","193","1316653","71.5714145671993"
,"194","1328281","69.14028036467013","194","1350373","69.6598372708558","194","1341523","67.27771787079698","194","1287670","68.36584648563867","194","1309381","63.268307028722674","194","1341190","68.10116655229879","194","1365460","66.72875208312911","194","1343431","68.02274286834624","194","1341310","69.89510832271347","194","1323868","71.58121752769337"
,"195","1335973","69.14028036467013","195","1357717","69.66964023134986","195","1349380","67.32673267326732","195","1294891","68.47367905107342","195","1316647","63.32712479168709","195","1348549","68.11096951279286","195","1372627","66.8267816880698","195","1351009","68.03254582884031","195","1349047","69.9147142437016","195","1330861","71.61062640917557"
,"196","1343851","69.15988628565827","196","1365442","69.66964023134986","196","1356601","67.38555043623174","196","1302094","68.52269385354377","196","1324021","63.366336633663366","196","1355833","68.12077247328693","196","1380091","66.90520537202235","196","1358671","68.07175767081658","196","1356340","69.9147142437016","196","1338178","71.63023233016371"
,"197","1351141","69.17949220664642","197","1373164","69.66964023134986","197","1364011","67.42476227820802","197","1309543","68.63052641897853","197","1331692","63.3859425546515","197","1363246","68.17959023625134","197","1387783","66.96402313498677","197","1366300","68.10116655229879","197","1363978","69.973532006666","197","1345459","71.65964121164592"
,"198","1358581","69.18929516714047","198","1380862","69.66964023134986","198","1371457","67.45417115969022","198","1317025","68.67954122144887","198","1339360","63.44476031761592","198","1370458","68.2286050387217","198","1396069","66.99343201646897","198","1373539","68.12077247328693","198","1370860","69.99313792765415","198","1352584","71.73806489559847"
,"199","1366594","69.18929516714047","199","1388758","69.67944319184394","199","1379188","67.45417115969022","199","1324498","68.67954122144887","199","1346749","63.523184001568474","199","1378051","68.29722576218018","199","1403716","67.03264385844525","199","1380946","68.16978727575727","199","1378183","69.99313792765415","199","1359721","71.83609450053916"
,"200","1374133","69.18929516714047","200","1396693","69.70885207332614","200","1386931","67.48358004117244","200","1331566","68.70895010293108","200","1354120","63.591804725026954","200","1385464","68.37564944613273","200","1411180","67.06205273992745","200","1388056","68.21880207822763","200","1385734","69.99313792765415","200","1366834","71.86550338202137"
,"201","1381792","69.18929516714047","201","1404310","69.73826095480835","201","1394746","67.48358004117244","201","1338865","68.7383589844133","201","1361845","63.631016567003236","201","1392607","68.44427016959122","201","1418752","67.09146162140966","201","1395844","68.27761984119203","201","1393174","70.01274384864229","201","1374307","71.90471522399764"
,"202","1389742","69.25791589059895","202","1411597","69.76766983629057","202","1401961","67.4933830016665","202","1346443","68.75796490540142","202","1368889","63.64081952749731","202","1400182","68.5128908930497","202","1426306","67.15027938437407","202","1404004","68.33643760415646","202","1400620","70.01274384864229","202","1381201","71.9831389079502"
,"203","1397542","69.27752181158709","203","1418872","69.79707871777276","203","1409710","67.50318596216057","203","1353946","68.80697970787178","203","1376212","63.67022840897951","203","1407817","68.56190569552004","203","1434244","67.1796882658563","203","1411957","68.36584648563867","203","1407955","70.02254680913636","203","1388422","72.10077443387902"
,"204","1404928","69.34614253504559","204","1426345","69.83629055974905","204","1417204","67.5227918831487","204","1361095","68.86579747083618","204","1383772","63.689834329967645","204","1415065","68.60111753749632","204","1441771","67.2090971473385","204","1419550","68.39525536712087","204","1415401","70.03234976963043","204","1396099","72.10077443387902"
,"205","1412266","69.39515733751593","205","1433431","69.87550240172533","205","1424338","67.5227918831487","205","1368583","68.97363003627095","205","1390894","63.71924321144986","205","1422367","68.69914714243701","205","1449313","67.22870306832664","205","1427032","68.39525536712087","205","1422592","70.03234976963043","205","1403533","72.10077443387902"
,"206","1420012","69.42456621899814","206","1440988","69.95392608567788","206","1431961","67.56200372512498","206","1375873","68.99323595725909","206","1398502","63.738849132438","206","1429501","68.70895010293108","206","1456600","67.26791491030292","206","1434595","68.41486128810901","206","1430119","70.03234976963043","206","1411123","72.15959219684345"
,"207","1427704","69.45397510048035","207","1448680","70.00294088814822","207","1439983","67.57180668561907","207","1383364","69.01284187824723","207","1406083","63.80746985589648","207","1437007","68.71875306342515","207","1464259","67.30712675227919","207","1442002","68.43446720909715","207","1437385","70.03234976963043","207","1418659","72.29683364376041"
,"208","1435333","69.49318694245662","208","1456702","70.03234976963043","208","1447657","67.57180668561907","208","1390597","69.01284187824723","208","1413430","63.81727281639055","208","1444225","68.74816194490737","208","1472392","67.3365356337614","208","1449463","68.45407313008528","208","1444456","70.05195569061857","208","1425757","72.33604548573669"
,"209","1443085","69.55200470542104","209","1463992","70.08136457210077","209","1455007","67.58160964611312","209","1397572","69.01284187824723","209","1420405","63.876090579354965","209","1451521","68.77757082638956","209","1479802","67.39535339672581","209","1457107","68.48348201156749","209","1452088","70.10097049308891","209","1433209","72.39486324870111"
,"210","1450222","69.60101950789138","210","1470847","70.13037937457112","210","1462981","67.61101852759533","210","1404766","69.0226448387413","210","1427698","63.94471130281345","210","1458556","68.85599451034213","210","1487188","67.41495931771395","210","1464490","68.49328497206156","210","1459804","70.13037937457112","210","1440457","72.4634839721596"
,"211","1457755","69.66964023134986","211","1478623","70.14998529555926","211","1471075","67.6502303695716","211","1412497","69.0226448387413","211","1435276","63.98392314478973","211","1466092","68.8952063523184","211","1494586","67.41495931771395","211","1472155","68.49328497206156","211","1467592","70.14998529555926","211","1447708","72.522301735124"
,"212","1465060","69.689246152338","212","1486078","70.1695912165474","212","1478695","67.69924517204196","212","1419745","69.05205372022351","212","1442788","64.03293794726008","212","1473379","68.93441819429468","212","1501399","67.43456523870208","212","1480066","68.50308793255563","212","1474894","70.15978825605333","212","1455442","72.54190765611214"
,"213","1472548","69.71865503382021","213","1493698","70.20880305852367","213","1486009","67.74825997451231","213","1427023","69.07165964121165","213","1450291","64.10155867071856","213","1480546","68.94422115478875","213","1509001","67.47377708067836","213","1487968","68.5128908930497","213","1482922","70.17939417704147","213","1463326","72.54190765611214"
,"214","1479997","69.72845799431428","214","1501255","70.21860601901774","214","1493869","67.75806293500636","214","1434478","69.11087148318792","214","1457659","64.17017939417704","214","1488178","68.94422115478875","214","1516417","67.50318596216057","214","1495867","68.55210273502598","214","1490638","70.20880305852367","214","1470112","72.56151357710029"
,"215","1487341","69.79707871777276","215","1508872","70.22840897951181","215","1501714","67.80707773747672","215","1442125","69.11087148318792","215","1465042","64.21919419664738","215","1495831","69.03244779923537","215","1524436","67.53259484364278","215","1503118","68.58151161650818","215","1498411","70.20880305852367","215","1477660","72.60072541907655"
,"216","1495324","69.85589648073719","216","1516345","70.25781786099402","216","1509496","67.81688069797079","216","1449484","69.12067444368199","216","1472680","64.28781492010587","216","1503109","69.12067444368199","216","1531633","67.54239780413684","216","1510513","68.59131457700225","216","1505677","70.21860601901774","216","1485205","72.6497402215469"
,"217","1502869","69.87550240172533","217","1523791","70.25781786099402","217","1517017","67.85609253994707","217","1457008","69.1500833251642","217","1480057","64.32702676208214","217","1510699","69.16968924615233","217","1538908","67.58160964611312","217","1517881","68.60111753749632","217","1513027","70.25781786099402","217","1492837","72.67914910302912"
,"218","1510246","69.92451720419567","218","1531234","70.27742378198215","218","1523989","67.85609253994707","218","1464745","69.15988628565827","218","1486942","64.38584452504656","218","1517833","69.19909812763454","218","1547131","67.6208214880894","218","1525414","68.6697382609548","218","1520767","70.25781786099402","218","1500640","72.69875502401726"
,"219","1518175","69.99313792765415","219","1538587","70.30683266346436","219","1531888","67.89530438192334","219","1472371","69.19909812763454","219","1494046","64.42505636702285","219","1525285","69.26771885109304","219","1554907","67.6208214880894","219","1533052","68.69914714243701","219","1528522","70.2676208214881","219","1508203","72.73796686599353"
,"220","1525834","69.99313792765415","220","1546111","70.3264385844525","220","1539541","67.92471326340555","220","1479547","69.23830996961082","220","1501048","64.47407116949319","220","1532974","69.27752181158709","220","1562752","67.6208214880894","220","1540585","68.71875306342515","220","1535950","70.29702970297029","220","1515454","72.77717870796981"
,"221","1533307","70.01274384864229","221","1553524","70.34604450544064","221","1547374","67.96392510538183","221","1487131","69.28732477208116","221","1508302","64.62111557690423","221","1540444","69.28732477208116","221","1570291","67.66003333006569","221","1548121","68.77757082638956","221","1543573","70.29702970297029","221","1523176","72.82619351044015"
,"222","1540864","70.08136457210077","222","1561363","70.35584746593472","222","1554907","68.01293990785217","222","1494793","69.3069306930693","222","1516102","64.70934222135085","222","1548082","69.3069306930693","222","1578088","67.66983629055974","222","1555882","68.83638858935399","222","1551211","70.29702970297029","222","1530454","72.9046171943927"
,"223","1548556","70.11077345358298","223","1569019","70.36565042642879","223","1562698","68.07175767081658","223","1502374","69.32653661405745","223","1523464","64.81717478678561","223","1555537","69.3069306930693","223","1585924","67.75806293500636","223","1563541","68.85599451034213","223","1558954","70.3264385844525","223","1537858","72.91442015488678"
,"224","1556008","70.14998529555926","224","1576645","70.37545338692286","224","1570294","68.07175767081658","224","1509757","69.33633957455152","224","1531429","64.90540143123224","224","1562575","69.32653661405745","224","1593673","67.82668365846486","224","1571038","68.87560043133027","224","1566604","70.3264385844525","224","1545250","72.93402607587491"
,"225","1563460","70.17939417704147","225","1584601","70.37545338692286","225","1577659","68.08156063131065","225","1517473","69.35594549553966","225","1538953","64.9446132732085","225","1569865","69.34614253504559","225","1601314","67.88550142142927","225","1578349","68.8952063523184","225","1573723","70.33624154494657","225","1552930","72.9732379178512"
,"226","1571356","70.23821194000588","226","1592146","70.37545338692286","226","1585435","68.08156063131065","226","1525066","69.3755514165278","226","1546582","64.98382511518479","226","1577083","69.38535437702186","226","1609207","67.9345162238996","226","1585930","68.91481227330654","226","1581469","70.34604450544064","226","1560430","72.9732379178512"
,"227","1579090","70.29702970297029","227","1599487","70.37545338692286","227","1592959","68.10116655229879","227","1532269","69.41476325850407","227","1554256","65.07205175963142","227","1584904","69.46377806097442","227","1616617","68.07175767081658","227","1593514","68.94422115478875","227","1589155","70.35584746593472","227","1567723","72.99284383883932"
,"228","1586386","70.34604450544064","228","1607212","70.37545338692286","228","1600714","68.19919615723948","228","1539811","69.45397510048035","228","1561723","65.18968728556024","228","1592350","69.49318694245662","228","1624102","68.130575433781","228","1601176","68.97363003627095","228","1596706","70.35584746593472","228","1574995","73.0026467993334"
,"229","1593802","70.37545338692286","229","1614622","70.37545338692286","229","1608277","68.30702872267425","229","1547392","69.46377806097442","229","1569622","65.3269287324772","229","1599778","69.54220174492697","229","1631986","68.18939319674541","229","1609498","69.0226448387413","229","1604008","70.35584746593472","229","1582231","73.04185864130967"
,"230","1601002","70.43427114988727","230","1622626","70.37545338692286","230","1616107","68.32663464366239","230","1554799","69.5323987844329","230","1577182","65.3955494559357","230","1607494","69.5618076659151","230","1639846","68.26781688069798","230","1617214","69.09126556219978","230","1612126","70.35584746593472","230","1589395","73.05166160180374"
,"231","1608676","70.45387707087541","231","1629727","70.40486226840505","231","1623349","68.34624056465051","231","1562269","69.57161062640918","231","1584598","65.44456425840605","231","1614811","69.57161062640918","231","1647106","68.34624056465051","231","1624525","69.1500833251642","231","1620112","70.35584746593472","231","1597036","73.06146456229781"
,"232","1616413","70.50289187334576","232","1637092","70.46368003136948","232","1631062","68.3560435251446","232","1569337","69.58141358690324","232","1592002","65.5523968238408","232","1622197","69.59121654739732","232","1654423","68.41486128810901","232","1632337","69.17949220664642","232","1627987","70.36565042642879","232","1604470","73.10067640427408"
,"233","1623793","70.54210371532203","233","1644712","70.53230075482796","233","1639099","68.3854524066268","233","1576708","69.60101950789138","233","1599520","65.60141162631115","233","1629388","69.62062542887952","233","1661704","68.46387609057936","233","1639585","69.26771885109304","233","1635418","70.36565042642879","233","1612078","73.16929712773258"
,"234","1631116","70.5813155572983","234","1651951","70.54210371532203","234","1647055","68.42466424860308","234","1584442","69.63042838937359","234","1606927","65.66022938927556","234","1636759","69.6598372708558","234","1668943","68.46387609057936","234","1646995","69.26771885109304","234","1642933","70.36565042642879","234","1619062","73.19870600921479"
,"235","1638877","70.64993628075679","235","1659280","70.59111851779238","235","1654753","68.50308793255563","235","1592092","69.64023134986766","235","1614406","65.68963827075777","235","1644070","69.689246152338","235","1676674","68.47367905107342","235","1654708","69.29712773257523","235","1650352","70.37545338692286","235","1626502","73.30653857464955"
,"236","1646773","70.7087540437212","236","1667041","70.64013332026272","236","1662403","68.52269385354377","236","1599286","69.66964023134986","236","1622254","65.73865307322811","236","1651354","69.77747279678462","236","1684129","68.50308793255563","236","1662232","69.31673365356338","236","1657762","70.37545338692286","236","1634377","73.3849622586021"
,"237","1654714","70.8067836486619","237","1674673","70.64013332026272","237","1670071","68.53249681403784","237","1606765","69.67944319184394","237","1629934","65.79747083619253","237","1658920","69.82648759925497","237","1691995","68.50308793255563","237","1669756","69.36574845603371","237","1665586","70.37545338692286","237","1641535","73.44378002156651"
,"238","1662433","70.86560141162632","238","1681912","70.64993628075679","238","1677670","68.5422997745319","238","1614193","69.67944319184394","238","1637491","65.88569748063915","238","1666357","69.85589648073719","238","1699393","68.5128908930497","238","1677553","69.39515733751593","238","1673257","70.37545338692286","238","1648804","73.56141554749534"
,"239","1669543","70.89501029310853","239","1689781","70.679345162239","239","1685452","68.5422997745319","239","1621156","69.70885207332614","239","1645057","65.94451524360358","239","1674181","69.92451720419567","239","1706929","68.5128908930497","239","1684900","69.45397510048035","239","1680571","70.37545338692286","239","1656658","73.58102146848348"
,"240","1677058","70.9342221350848","240","1697389","70.68914812273306","240","1693072","68.56190569552004","240","1628509","69.71865503382021","240","1652479","65.97392412508577","240","1681744","69.93432016468974","240","1714396","68.52269385354377","240","1692418","69.49318694245662","240","1687882","70.38525634741691","240","1664248","73.59082442897756"
,"241","1684594","71.01264581903735","241","1705345","70.69895108322714","241","1700707","68.57170865601412","241","1635595","69.72845799431428","241","1659943","66.0327418880502","241","1688809","69.98333496716009","241","1721986","68.5422997745319","241","1699885","69.49318694245662","241","1695814","70.38525634741691","241","1671853","73.63003627095384"
