"[all run data]","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen"
,"505","3726400","72.66934614253505","505","3739570","74.64954416233704","505","3735409","70.88520733261444","505","3672010","72.30663660425449","505","3696190","68.97363003627095","505","3700834","73.33594745613175","505","3738037","72.54190765611214","505","3706750","74.50249975492599","505","3721504","72.0125477894324",,,
,"506","3734392","72.66934614253505","506","3747547","74.67895304381923","506","3742711","70.9342221350848","506","3679894","72.30663660425449","506","3704242","68.99323595725909","506","3708589","73.33594745613175","506","3745684","72.56151357710029","506","3714817","74.53190863640819","506","3730156","72.02235074992647",,,
,"507","3741844","72.66934614253505","507","3754852","74.67895304381923","507","3750700","70.94402509557887","507","3687646","72.30663660425449","507","3711550","68.99323595725909","507","3716158","73.33594745613175","507","3753298","72.58111949808841","507","3722215","74.53190863640819","507","3737788","72.02235074992647",,,
,"508","3750304","72.66934614253505","508","3762412","74.70836192530145","508","3758488","70.97343397706108","508","3695638","72.30663660425449","508","3719698","68.99323595725909","508","3724195","73.33594745613175","508","3761062","72.61052837957064","508","3729382","74.53190863640819","508","3745312","72.02235074992647",,,
,"509","3757876","72.66934614253505","509","3770068","74.71816488579552","509","3765865","71.00284285854329","509","3703318","72.30663660425449","509","3727150","68.99323595725909","509","3731734","73.33594745613175","509","3769108","72.6203313400647","509","3737302","74.5613175178904","509","3752956","72.02235074992647",,,
,"510","3765328","72.66934614253505","510","3777604","74.71816488579552","510","3774148","71.00284285854329","510","3711394","72.30663660425449","510","3735094","69.00303891775316","510","3739783","73.33594745613175","510","3776593","72.65954318204098","510","3744697","74.59072639937261","510","3760948","72.02235074992647",,,
,"511","3773032","72.66934614253505","511","3785554","74.71816488579552","511","3782239","71.00284285854329","511","3718822","72.30663660425449","511","3743386","69.00303891775316","511","3748027","73.34575041662582","511","3784114","72.66934614253505","511","3752761","74.62013528085481","511","3769024","72.02235074992647",,,
,"512","3780724","72.66934614253505","512","3793399","74.72796784628957","512","3789964","71.00284285854329","512","3726850","72.30663660425449","512","3751330","69.00303891775316","512","3756220","73.34575041662582","512","3791683","72.66934614253505","512","3760759","74.6593471228311","512","3776824","72.02235074992647",,,
,"513","3788368","72.66934614253505","513","3801130","74.72796784628957","513","3797401","71.01264581903735","513","3734542","72.30663660425449","513","3758950","69.00303891775316","513","3764041","73.34575041662582","513","3799162","72.66934614253505","513","3768151","74.6887560043133","513","3784912","72.02235074992647",,,
,"514","3795784","72.66934614253505","514","3809221","74.74757376727771","514","3804838","71.01264581903735","514","3742006","72.30663660425449","514","3766846","69.00303891775316","514","3771886","73.34575041662582","514","3806644","72.66934614253505","514","3775849","74.6887560043133","514","3792064","72.02235074992647",,,
,"515","3803716","72.66934614253505","515","3816484","74.74757376727771","515","3812515","71.02244877953142","515","3749602","72.30663660425449","515","3774814","69.00303891775316","515","3779161","73.34575041662582","515","3814072","72.66934614253505","515","3783292","74.69855896480738","515","3799648","72.02235074992647",,,
,"516","3811072","72.66934614253505","516","3823882","74.74757376727771","516","3820114","71.03225174002549","516","3757390","72.30663660425449","516","3782914","69.00303891775316","516","3786790","73.34575041662582","516","3821821","72.66934614253505","516","3791236","74.69855896480738","516","3807244","72.02235074992647",,,
,"517","3818776","72.66934614253505","517","3831097","74.75737672777178","517","3827572","71.04205470051956","517","3765298","72.30663660425449","517","3790678","69.00303891775316","517","3794755","73.34575041662582","517","3829657","72.66934614253505","517","3798856","74.71816488579552","517","3815272","72.02235074992647",,,
,"518","3826780","72.66934614253505","518","3838432","74.75737672777178","518","3834829","71.04205470051956","518","3773110","72.30663660425449","518","3798154","69.00303891775316","518","3802195","73.34575041662582","518","3837460","72.66934614253505","518","3807016","74.73777080678364","518","3822652","72.02235074992647",,,
,"519","3834400","72.66934614253505","519","3846052","74.76717968826586","519","3842635","71.04205470051956","519","3781162","72.30663660425449","519","3805546","69.01284187824723","519","3809872","73.36535633761396","519","3845503","72.66934614253505","519","3814711","74.74757376727771","519","3830104","72.02235074992647",,,
,"520","3842584","72.66934614253505","520","3853807","74.77698264875993","520","3850294","71.04205470051956","520","3788950","72.30663660425449","520","3813562","69.01284187824723","520","3817588","73.36535633761396","520","3853156","72.66934614253505","520","3822463","74.74757376727771","520","3837736","72.02235074992647",,,
,"521","3850444","72.67914910302912","521","3861508","74.80639153024214","521","3858067","71.04205470051956","521","3796894","72.30663660425449","521","3821302","69.01284187824723","521","3825193","73.36535633761396","521","3860518","72.66934614253505","521","3830509","74.74757376727771","521","3845764","72.02235074992647",,,
,"522","3858220","72.68895206352317","522","3869044","74.82599745123026","522","3865702","71.05185766101363","522","3804718","72.30663660425449","522","3829150","69.01284187824723","522","3832966","73.36535633761396","522","3868228","72.66934614253505","522","3838324","74.75737672777178","522","3853564","72.02235074992647",,,
,"523","3866116","72.70855798451132","523","3876526","74.85540633271248","523","3873595","71.0910695029899","523","3811966","72.30663660425449","523","3836782","69.0226448387413","523","3840595","73.36535633761396","523","3876145","72.66934614253505","523","3846205","74.80639153024214","523","3861592","72.02235074992647",,,
,"524","3873868","72.70855798451132","524","3883951","74.87501225370062","524","3881860","71.0910695029899","524","3819514","72.30663660425449","524","3844450","69.0226448387413","524","3848422","73.40456817959023","524","3883633","72.66934614253505","524","3853561","74.86520929320655","524","3869464","72.04195667091462",,,
,"525","3881860","72.70855798451132","525","3892045","74.90442113518283","525","3889696","71.0910695029899","525","3827218","72.33604548573669","525","3852190","69.0226448387413","525","3856420","73.43397706107244","525","3891493","72.66934614253505","525","3861169","74.89461817468876","525","3876760","72.05175963140869",,,
,"526","3889372","72.70855798451132","526","3898951","74.9142240956769","526","3897835","71.0910695029899","526","3835426","72.34584844623076","526","3859654","69.0226448387413","526","3864073","73.44378002156651","526","3900022","72.67914910302912","526","3867964","74.89461817468876","526","3884548","72.05175963140869",,,
,"527","3897304","72.70855798451132","527","3907102","74.93383001666503","527","3905563","71.0910695029899","527","3843202","72.38506028820703","527","3867802","69.03244779923537","527","3871630","73.45358298206058","527","3907522","72.68895206352317","527","3876031","74.90442113518283","527","3892300","72.05175963140869",,,
,"528","3905476","72.70855798451132","528","3914638","74.95343593765317","528","3913288","71.10087246348397","528","3851398","72.39486324870111","528","3875602","69.03244779923537","528","3879490","73.45358298206058","528","3915454","72.69875502401726","528","3883465","74.90442113518283","528","3899836","72.05175963140869",,,
,"529","3913048","72.70855798451132","529","3922435","74.95343593765317","529","3921133","71.12047838447211","529","3858850","72.42427213018331","529","3882934","69.03244779923537","529","3887632","73.45358298206058","529","3922885","72.69875502401726","529","3890788","74.90442113518283","529","3908080","72.05175963140869",,,
,"530","3921172","72.70855798451132","530","3929482","74.95343593765317","530","3928597","71.14008430546025","530","3866398","72.42427213018331","530","3890302","69.03244779923537","530","3895228","73.45358298206058","530","3930589","72.70855798451132","530","3898435","74.9436329771591","530","3915760","72.05175963140869",,,
,"531","3929296","72.70855798451132","531","3937102","74.95343593765317","531","3936286","71.15969022644839","531","3873922","72.42427213018331","531","3898258","69.03244779923537","531","3902929","73.45358298206058","531","3938107","72.70855798451132","531","3905941","74.96323889814724","531","3923176","72.05175963140869",,,
,"532","3936904","72.70855798451132","532","3945190","74.95343593765317","532","3943993","71.15969022644839","532","3882130","72.42427213018331","532","3906310","69.03244779923537","532","3910945","73.45358298206058","532","3945895","72.72816390549946","532","3913918","74.97304185864131","532","3931372","72.05175963140869",,,
,"533","3944872","72.70855798451132","533","3953287","74.95343593765317","533","3952231","71.15969022644839","533","3890230","72.42427213018331","533","3914350","69.03244779923537","533","3918397","73.45358298206058","533","3953860","72.72816390549946","533","3921667","74.97304185864131","533","3939496","72.05175963140869",,,
,"534","3952192","72.70855798451132","534","3961468","74.95343593765317","534","3959719","71.18909910793059","534","3898042","72.42427213018331","534","3921994","69.03244779923537","534","3926107","73.45358298206058","534","3961618","72.72816390549946","534","3929506","74.99264777962945","534","3947068","72.05175963140869",,,
,"535","3959872","72.70855798451132","535","3969127","74.95343593765317","535","3967771","71.18909910793059","535","3905938","72.42427213018331","535","3929422","69.03244779923537","535","3933382","73.45358298206058","535","3969664","72.72816390549946","535","3937417","74.99264777962945","535","3954544","72.05175963140869",,,
,"536","3968008","72.70855798451132","536","3976714","74.95343593765317","536","3975754","71.18909910793059","536","3913114","72.42427213018331","536","3937726","69.03244779923537","536","3941050","73.45358298206058","536","3977413","72.72816390549946","536","3944833","74.99264777962945","536","3962728","72.05175963140869",,,
,"537","3976060","72.70855798451132","537","3984379","74.95343593765317","537","3983602","71.20870502891873","537","3920602","72.42427213018331","537","3946210","69.03244779923537","537","3949291","73.45358298206058","537","3985687","72.72816390549946","537","3952396","74.99264777962945","537","3970744","72.05175963140869",,,
,"538","3984160","72.70855798451132","538","3992056","74.95343593765317","538","3991642","71.20870502891873","538","3928786","72.42427213018331","538","3953902","69.03244779923537","538","3957007","73.45358298206058","538","3993241","72.73796686599353","538","3960067","74.99264777962945","538","3978064","72.05175963140869",,,
,"539","3991984","72.70855798451132","539","4000012","74.95343593765317","539","3999448","71.20870502891873","539","3936706","72.42427213018331","539","3961534","69.03244779923537","539","3965386","73.46338594255465","539","4000894","72.73796686599353","539","3967909","74.99264777962945","539","3986236","72.05175963140869",,,
,"540","4000072","72.70855798451132","540","4007650","74.95343593765317","540","4006978","71.20870502891873","540","3944530","72.42427213018331","540","3969226","69.03244779923537","540","3973495","73.4829918635428","540","4009288","72.7477698264876","540","3975859","75.00245074012352","540","3994216","72.05175963140869",,,
,"541","4007740","72.70855798451132","541","4015423","74.95343593765317","541","4014751","71.20870502891873","541","3952738","72.42427213018331","541","3976654","69.03244779923537","541","3980842","73.4829918635428","541","4016875","72.7477698264876",,,,"541","4001896","72.05175963140869",,,
,"542","4015756","72.70855798451132","542","4022788","74.95343593765317","542","4022443","71.20870502891873","542","3960394","72.42427213018331","542","3984082","69.03244779923537","542","3988756","73.4829918635428","542","4024102","72.7477698264876",,,,"542","4009600","72.05175963140869",,,
,"543","4023316","72.71836094500539","543","4030186","74.95343593765317","543","4030252","71.20870502891873","543","3968230","72.42427213018331","543","3991510","69.03244779923537","543","3996088","73.4829918635428","543","4031713","72.75757278698167",,,,"543","4017700","72.05175963140869",,,
,"544","4031068","72.71836094500539","544","4037893","74.95343593765317","544","4037896","71.21850798941281","544","3975778","72.42427213018331","544","3999274","69.03244779923537","544","4003465","73.4829918635428","544","4039426","72.77717870796981",,,,"544","4025224","72.05175963140869",,,
,"545","4038376","72.71836094500539","545","4045924","74.95343593765317","545","4045684","71.21850798941281","545","3983266","72.42427213018331","545","4007218","69.03244779923537","545","4011670","73.4829918635428","545","4047151","72.79678462895794",,,,"545","4032820","72.05175963140869",,,
,"546","4046560","72.71836094500539","546","4053619","74.95343593765317","546","4052986","71.21850798941281","546","3991054","72.42427213018331","546","4014754","69.03244779923537","546","4019398","73.4829918635428","546","4055245","72.81639054994608",,,,"546","4041244","72.05175963140869",,,
,"547","4055188","72.72816390549946","547","4061320","74.95343593765317","547","4061167","71.21850798941281","547","3998950","72.42427213018331","547","4023130","69.03244779923537","547","4027243","73.4829918635428","547","4062934","72.81639054994608",,,,"547","4048696","72.05175963140869",,,
,"548","4062592","72.73796686599353","548","4068997","74.95343593765317","548","4069315","71.21850798941281","548","4006978","72.42427213018331","548","4031278","69.03244779923537","548","4035100","73.49279482403686","548","4071175","72.81639054994608",,,,"548","4056604","72.05175963140869",,,
,"549","4070236","72.7477698264876","549","4077106","74.96323889814724","549","4076857","71.21850798941281","549","4014682","72.44387805117145","549","4039414","69.03244779923537","549","4042942","73.50259778453093","549","4078603","72.82619351044015",,,,"549","4064896","72.05175963140869",,,
,"550","4078468","72.77717870796981","550","4084600","74.96323889814724","550","4084447","71.22831094990687","550","4022458","72.45368101166552","550","4047406","69.03244779923537","550","4050199","73.52220370551908","550","4086496","72.82619351044015",,,,"550","4072360","72.05175963140869",,,
,"551","4086688","72.78698166846388","551","4092679","74.98284481913538","551","4092472","71.22831094990687","551","4029982","72.45368101166552","551","4054942","69.03244779923537","551","4058071","73.59082442897756","551","4094488","72.84579943142829",,,,"551","4080292","72.05175963140869",,,
,"552","4094656","72.79678462895794","552","4100275","74.98284481913538","552","4099870","71.22831094990687","552","4037758","72.45368101166552","552","4062562","69.03244779923537","552","4065517","73.6398392314479","552","4102504","72.86540535241643",,,,"552","4088440","72.06156259190276",,,
,"553","4102144","72.81639054994608","553","4108306","74.98284481913538","553","4107829","71.22831094990687","553","4045678","72.48308989314773","553","4070026","69.03244779923537","553","4073230","73.68885403391825","553","4109977","72.86540535241643",,,,"553","4096024","72.06156259190276",,,
,"554","4110112","72.84579943142829","554","4116256","74.98284481913538","554","4115854","71.22831094990687","554","4053598","72.49289285364179","554","4077262","69.03244779923537","554","4081546","73.70845995490637","554","4117897","72.88501127340457",,,,"554","4103584","72.06156259190276",,,
,"555","4117972","72.84579943142829","555","4123909","74.98284481913538","555","4123537","71.22831094990687","555","4061458","72.49289285364179","555","4085302","69.03244779923537","555","4089628","73.73786883638859","555","4126096","72.92422311538084",,,,"555","4111444","72.06156259190276",,,
,"556","4126060","72.84579943142829","556","4131781","74.98284481913538","556","4131040","71.22831094990687","556","4069450","72.522301735124","556","4093102","69.03244779923537","556","4097059","73.74767179688266","556","4134073","72.92422311538084",,,,"556","4119064","72.06156259190276",,,
,"557","4133572","72.84579943142829","557","4139536","74.98284481913538","557","4139221","71.22831094990687","557","4077202","72.56151357710029","557","4100578","69.03244779923537","557","4104967","73.7672777178708","557","4141630","72.92422311538084",,,,"557","4126504","72.06156259190276",,,
,"558","4140928","72.84579943142829","558","4147345","74.98284481913538","558","4146985","71.22831094990687","558","4085146","72.58111949808841","558","4108246","69.03244779923537","558","4112926","73.78688363885894","558","4149430","72.92422311538084",,,,"558","4134100","72.06156259190276",,,
,"559","4148812","72.84579943142829","559","4154857","74.98284481913538","559","4154470","71.23811391040094","559","4093030","72.58111949808841","559","4116046","69.03244779923537","559","4121314","73.83589844132928","559","4157608","72.94382903636898",,,,"559","4141660","72.07136555239683",,,
,"560","4156384","72.84579943142829","560","4162513","74.98284481913538","560","4162405","71.23811391040094","560","4100758","72.58111949808841","560","4124086","69.03244779923537","560","4128850","73.86530732281149","560","4164889","72.99284383883932",,,,"560","4149640","72.07136555239683",,,
,"561","4164160","72.84579943142829","561","4170502","74.98284481913538","561","4169890","71.23811391040094","561","4108642","72.5909224585825","561","4131742","69.03244779923537","561","4136758","73.90451916478777","561","4172521","73.02225272032153",,,,"561","4157632","72.08116851289088",,,
,"562","4171480","72.84579943142829","562","4178287","74.98284481913538","562","4177468","71.23811391040094","562","4116106","72.6203313400647","562","4139458","69.03244779923537","562","4145038","73.93392804626998","562","4180156","73.0320556808156",,,,"562","4165852","72.08116851289088",,,
,"563","4179052","72.84579943142829","563","4186165","74.98284481913538","563","4184941","71.23811391040094","563","4123534","72.65954318204098","563","4147318","69.03244779923537","563","4153003","73.93392804626998","563","4187563","73.0320556808156",,,,"563","4173520","72.08116851289088",,,
,"564","4186612","72.84579943142829","564","4193947","75.01225370061759","564","4192870","71.23811391040094","564","4131670","72.68895206352317","564","4155694","69.03244779923537","564","4160473","73.93392804626998","564","4195744","73.0320556808156",,,,"564","4181380","72.09097147338497",,,
,"565","4195168","72.84579943142829",,,,"565","4200499","71.23811391040094","565","4139854","72.76737574747574","565","4163914","69.03244779923537","565","4168204","73.93392804626998","565","4203145","73.0320556808156",,,,"565","4188844","72.12038035486717",,,
,"566","4203112","72.84579943142829",,,,"566","4208704","71.23811391040094","566","4147726","72.81639054994608","566","4171534","69.03244779923537","566","4175335","73.93392804626998","566","4210675","73.0320556808156",,,,"566","4197172","72.12038035486717",,,
,"567","4210804","72.85560239192236",,,,"567","4216381","71.23811391040094","567","4155694","72.88501127340457","567","4179262","69.05205372022351","567","4182748","73.93392804626998","567","4218022","73.0320556808156",,,,"567","4204744","72.14978923634938",,,
,"568","4218028","72.86540535241643",,,,"568","4223644","71.23811391040094","568","4163842","72.92422311538084","568","4187350","69.05205372022351","568","4190833","73.93392804626998","568","4225702","73.04185864130967",,,,"568","4212688","72.15959219684345",,,
,"569","4225444","72.8752083129105",,,,"569","4231501","71.23811391040094","569","4171858","72.93402607587491","569","4195426","69.05205372022351","569","4198858","73.93392804626998","569","4233925","73.04185864130967",,,,"569","4220824","72.15959219684345",,,
,"570","4233028","72.8752083129105",,,,"570","4238959","71.23811391040094","570","4180090","72.96343495735712","570","4203334","69.05205372022351","570","4207351","73.93392804626998","570","4241701","73.04185864130967",,,,"570","4227784","72.18900107832565",,,
,"571","4240900","72.8752083129105",,,,"571","4246879","71.23811391040094","571","4187686","72.9732379178512","571","4210630","69.05205372022351","571","4215163","73.93392804626998","571","4248886","73.04185864130967",,,,"571","4235812","72.20860699931379",,,
,"572","4248244","72.8752083129105",,,,"572","4254769","71.23811391040094","572","4195114","72.9732379178512","572","4218406","69.05205372022351","572","4222621","73.93392804626998","572","4256530","73.04185864130967",,,,"572","4243336","72.22821292030193",,,
,"573","4256332","72.8752083129105",,,,"573","4262959","71.23811391040094","573","4202146","72.9732379178512","573","4226506","69.05205372022351","573","4230481","73.93392804626998","573","4264210","73.04185864130967",,,,"573","4250824","72.238015880796",,,
,"574","4264480","72.8752083129105",,,,"574","4270963","71.23811391040094","574","4210270","72.98304087834526","574","4234678","69.05205372022351","574","4238572","73.96333692775218","574","4271452","73.04185864130967",,,,"574","4258888","72.25762180178414",,,
,"575","4271836","72.89481423389864",,,,"575","4279054","71.25771983138908","575","4217566","73.0026467993334","575","4242418","69.05205372022351","575","4246564","73.98294284874032","575","4279051","73.04185864130967",,,,"575","4266304","72.28703068326635",,,
,"576","4279492","72.92422311538084",,,,"576","4286185","71.26752279188315","576","4225150","73.0026467993334","576","4250278","69.05205372022351","576","4254088","73.99274580923439","576","4286872","73.05166160180374",,,,"576","4273960","72.30663660425449",,,
,"577","4287448","72.98304087834526",,,,"577","4293496","71.26752279188315","577","4232638","73.05166160180374","577","4257958","69.05205372022351","577","4262074","73.99274580923439","577","4294588","73.08107048328596",,,,"577","4282276","72.30663660425449",,,
,"578","4295716","72.99284383883932",,,,"578","4301584","71.26752279188315","578","4240270","73.11047936476817","578","4265686","69.05205372022351","578","4270003","74.00254876972846","578","4301989","73.08107048328596",,,,"578","4289488","72.32624252524262",,,
,"579","4303444","72.99284383883932",,,,"579","4309129","71.2871287128713","579","4247674","73.20850896970884","579","4273474","69.06185668071757","579","4277530","74.00254876972846","579","4309594","73.08107048328596",,,,"579","4297372","72.35565140672483",,,
,"580","4311376","73.02225272032153",,,,"580","4316590","71.31653759435349","580","4255594","73.28693265366141","580","4281346","69.06185668071757","580","4285651","74.00254876972846","580","4317244","73.08107048328596",,,,"580","4304812","72.37525732771297",,,
,"581","4319488","73.08107048328596",,,,"581","4324141","71.33614351534163","581","4263226","73.31634153514361","581","4289458","69.06185668071757","581","4293172","74.00254876972846","581","4324900","73.08107048328596",,,,"581","4312876","72.37525732771297",,,
,"582","4326928","73.11047936476817",,,,"582","4332253","71.36555239682384","582","4271398","73.33594745613175","582","4297642","69.06185668071757","582","4301014","74.00254876972846","582","4332571","73.08107048328596",,,,"582","4320520","72.38506028820703",,,
,"583","4334596","73.13988824625037",,,,"583","4339837","71.36555239682384","583","4279498","73.3849622586021","583","4305622","69.08146260170571","583","4308886","74.00254876972846","583","4340620","73.09087344378003",,,,"583","4328560","72.43407509067738",,,
,"584","4342360","73.21831193020293",,,,"584","4347454","71.38515831781199","584","4287586","73.3849622586021","584","4313506","69.09126556219978","584","4316707","74.00254876972846","584","4348411","73.09087344378003",,,,"584","4336060","72.47328693265366",,,
,"585","4349836","73.24772081168513",,,,"585","4355344","71.39496127830604","585","4296058","73.40456817959023","585","4321486","69.09126556219978","585","4324924","74.01235173022252","585","4356316","73.09087344378003",,,,"585","4343644","72.50269581413588",,,
,"586","4357960","73.26732673267327",,,,"586","4363378","71.39496127830604","586","4304014","73.45358298206058","586","4328998","69.09126556219978","586","4332913","74.01235173022252","586","4363939","73.12028232526222",,,,"586","4351960","72.50269581413588",,,
,"587","4365700","73.27712969316734",,,,"587","4371190","71.39496127830604","587","4311610","73.4829918635428","587","4337026","69.09126556219978","587","4340812","74.01235173022252","587","4371940","73.16929712773258",,,,"587","4359640","72.50269581413588",,,
,"588","4373728","73.28693265366141",,,,"588","4378738","71.39496127830604","588","4319398","73.51240074502499","588","4344370","69.09126556219978","588","4348693","74.0221546907166","588","4379338","73.17910008822665",,,,"588","4367860","72.51249877462993",,,
,"589","4381756","73.31634153514361",,,,"589","4386829","71.39496127830604","589","4327306","73.5418096265072","589","4352206","69.09126556219978","589","4356043","74.0221546907166","589","4387078","73.18890304872072",,,,"589","4375312","72.51249877462993",,,
,"590","4389412","73.34575041662582",,,,"590","4394875","71.39496127830604","590","4335250","73.55161258700127","590","4359922","69.10106852269385","590","4363237","74.0221546907166","590","4394473","73.18890304872072",,,,"590","4382908","72.522301735124",,,
,"591","4397212","73.40456817959023",,,,"591","4402672","71.45377904127047","591","4343242","73.56141554749534","591","4367950","69.10106852269385","591","4371028","74.0221546907166","591","4401835","73.18890304872072",,,,"591","4390636","72.53210469561807",,,
,"592","4405084","73.41437114008431",,,,"592","4410088","71.45377904127047","592","4351018","73.56141554749534","592","4375570","69.10106852269385","592","4378975","74.0221546907166","592","4408948","73.18890304872072",,,,"592","4398280","72.55171061660621",,,
,"593","4413112","73.42417410057837",,,,"593","4418341","71.45377904127047","593","4358674","73.57121850798941","593","4383538","69.10106852269385","593","4386676","74.0515635721988","593","4416865","73.18890304872072",,,,"593","4405768","72.56151357710029",,,
,"594","4421104","73.43397706107244",,,,"594","4426336","71.45377904127047","594","4366594","73.57121850798941","594","4391218","69.10106852269385","594","4393588","74.07116949318694","594","4424344","73.24772081168513",,,,"594","4413256","72.58111949808841",,,
,"595","4428688","73.47318890304872",,,,"595","4434124","71.46358200176454","595","4374262","73.57121850798941","595","4399162","69.10106852269385","595","4400959","74.07116949318694","595","4432006","73.29673561415547",,,,"595","4421464","72.58111949808841",,,
,"596","4436464","73.50259778453093",,,,"596","4441618","71.5027938437408","596","4381222","73.57121850798941","596","4406842","69.10106852269385","596","4408654","74.07116949318694","596","4440055","73.35555337711989",,,,"596","4429684","72.58111949808841",,,
,"597","4444240","73.52220370551908",,,,"597","4449718","71.55180864621116","597","4389178","73.59082442897756","597","4414738","69.11087148318792","597","4417051","74.07116949318694","597","4447795","73.42417410057837",,,,"597","4437748","72.58111949808841",,,
,"598","4451920","73.53200666601313",,,,"598","4457632","71.61062640917557","598","4396606","73.62023331045975","598","4422658","69.12067444368199","598","4424116","74.08097245368101","598","4455142","73.42417410057837",,,,"598","4445188","72.58111949808841",,,
,"599","4459660","73.56141554749534",,,,"599","4465030","71.67924713263406","599","4404706","73.64964219194196","599","4430146","69.12067444368199","599","4431910","74.08097245368101","599","4462597","73.44378002156651",,,,"599","4453396","72.60072541907655",,,
,"600","4467724","73.59082442897756",,,,"600","4472716","71.7282619351044","600","4412686","73.67905107342418","600","4437898","69.12067444368199","600","4439947","74.10057837466915","600","4469896","73.46338594255465",,,,"600","4461196","72.65954318204098",,,
,"601","4475800","73.64964219194196",,,,"601","4479748","71.80668561905695","601","4420306","73.67905107342418","601","4445062","69.13047740417606","601","4447327","74.12998725615137","601","4477963","73.46338594255465",,,,"601","4468924","72.68895206352317",,,
,"602","4483744","73.68885403391825",,,,"602","4487251","71.81648857955102","602","4428286","73.69865699441232","602","4453282","69.14028036467013","602","4454812","74.13979021664542","602","4485316","73.49279482403686",,,,"602","4476916","72.70855798451132",,,
,"603","4491508","73.69865699441232",,,,"603","4495183","71.8557004215273","603","4436362","73.71826291540046","603","4461418","69.20890108812861","603","4462594","74.16919909812763","603","4492720","73.52220370551908",,,,"603","4484764","72.72816390549946",,,
,"604","4499668","73.74767179688266",,,,"604","4503037","71.96353298696206","604","4444462","73.74767179688266","604","4469386","69.2481129301049","604","4470265","74.16919909812763","604","4500343","73.53200666601313",,,,"604","4492624","72.7477698264876",,,
,"605","4507204","73.80648955984708",,,,"605","4511380","71.99294186844426","605","4452382","73.75747475737673","605","4477534","69.26771885109304","605","4478323","74.1790020586217","605","4508014","73.55161258700127",,,,"605","4501180","72.77717870796981",,,
,"606","4514608","73.81629252034114",,,,"606","4519024","72.00274482893835","606","4460134","73.82609548083522","606","4485814","69.31673365356338","606","4486312","74.20841094010392","606","4515820","73.56141554749534",,,,"606","4509076","72.80658758945202",,,
,"607","4522216","73.87511028330556",,,,"607","4526485","72.08116851289088","607","4467562","73.86530732281149","607","4493566","69.36574845603371","607","4493713","74.21821390059799","607","4523518","73.56141554749534",,,,"607","4517356","72.85560239192236",,,
,"608","4529680","73.8947162042937",,,,"608","4534516","72.12038035486717","608","4475482","73.90451916478777","608","4500946","69.38535437702186","608","4502320","74.21821390059799","608","4531048","73.56141554749534",,,,"608","4525516","72.93402607587491",,,
,"609","4537984","73.8947162042937",,,,"609","4542460","72.1399862758553","609","4483282","73.9241250857759","609","4509202","69.42456621899814","609","4510087","74.24762278208019","609","4539448","73.57121850798941",,,,"609","4533508","72.99284383883932",,,
,"610","4545808","73.9241250857759",,,,"610","4550290","72.16939515733752","610","4491238","73.98294284874032","610","4516678","69.49318694245662","610","4517956","74.24762278208019","610","4547089","73.59082442897756",,,,"610","4541260","73.05166160180374",,,
,"611","4553980","73.96333692775218",,,,"611","4558126","72.21840995980786","611","4499230","74.01235173022252","611","4524454","69.52259582393883","611","4525693","74.24762278208019","611","4555192","73.59082442897756",,,,"611","4548532","73.09087344378003",,,
,"612","4561996","74.01235173022252",,,,"612","4566280","72.29683364376041","612","4506994","74.04176061170473","612","4532038","69.55200470542104","612","4533739","74.28683462405647","612","4563013","73.62023331045975",,,,"612","4556224","73.12028232526222",,,
,"613","4569592","74.0515635721988",,,,"613","4574149","72.31643956474855","613","4514410","74.08097245368101","613","4539826","69.63042838937359","613","4541602","74.28683462405647","613","4570684","73.62023331045975",,,,"613","4563988","73.17910008822665",,,
,"614","4577416","74.07116949318694",,,,"614","4581739","72.32624252524262","614","4522246","74.09077541417508","614","4547602","69.6598372708558","614","4549738","74.28683462405647","614","4579054","73.6398392314479",,,,"614","4571536","73.23791785119106",,,
,"615","4585636","74.10057837466915",,,,"615","4589524","72.35565140672483","615","4530214","74.12018429565728","615","4555366","69.6598372708558","615","4557643","74.32604646603275","615","4586878","73.64964219194196",,,,"615","4579396","73.24772081168513",,,
,"616","4593604","74.11038133516323",,,,"616","4597054","72.40466620919517","616","4538002","74.15939613763356","616","4562710","69.66964023134986","616","4565062","74.36525830800902","616","4594837","73.64964219194196",,,,"616","4587280","73.29673561415547",,,
,"617","4601368","74.12998725615137",,,,"617","4604455","72.41446916968924","617","4545694","74.23781982158613","617","4570246","69.72845799431428","617","4572313","74.4044701499853","617","4602364","73.65944515243604",,,,"617","4594996","73.35555337711989",,,
,"618","4608976","74.15939613763356",,,,"618","4611826","72.44387805117145","618","4553218","74.30644054504461","618","4578226","69.79707871777276","618","4579324","74.45348495245564","618","4610050","73.65944515243604",,,,"618","4603024","73.44378002156651",,,
,"619","4616932","74.21821390059799",,,,"619","4619188","72.48308989314773","619","4561234","74.34565238702089","619","4585522","69.82648759925497","619","4586986","74.51230271542006","619","4617823","73.65944515243604",,,,"619","4610716","73.50259778453093",,,
